index	word	sent	sent_pos	story	story_pos
6202	be	262	9	6	259
6203	gobbled	262	10	6	260
6204	up	262	11	6	261
6205	like	262	12	6	262
6206	that	262	13	6	263
6207	,	262	14	6	263
6208	'	262	15	6	263
6209	her	262	16	6	264
6210	mom	262	17	6	265
6211	responded	262	18	6	266
6212	who	262	19	6	267
6213	was	262	20	6	268
6214	busy	262	21	6	269
6215	preparing	262	22	6	270
6216	breakfast	262	23	6	271
6217	.	262	24	6	271
6218	Abby	263	0	6	272
6219	whined	263	1	6	273
6220	that	263	2	6	274
6221	she	263	3	6	275
6222	did	263	4	6	276
6223	n't	263	5	6	276
6224	want	263	6	6	277
6225	him	263	7	6	278
6226	to	263	8	6	279
6227	get	263	9	6	280
6228	too	263	10	6	281
6229	big	263	11	6	282
6230	or	263	12	6	283
6231	he	263	13	6	284
6232	would	263	14	6	285
6233	n't	263	15	6	285
6234	be	263	16	6	286
6235	cute	263	17	6	287
6236	anymore	263	18	6	288
6237	.	263	19	6	288
6238	'	264	0	6	289
6239	Small	264	1	6	289
6240	things	264	2	6	290
6241	,	264	3	6	290
6242	not	264	4	6	291
6243	big	264	5	6	292
6244	things	264	6	6	293
6245	,	264	7	6	293
6246	are	264	8	6	294
6247	cute	264	9	6	295
6248	,	264	10	6	295
6249	right	264	11	6	296
6250	?	264	12	6	296
6251	'	264	13	6	296
6252	she	264	14	6	297
6253	asked	264	15	6	298
6254	,	264	16	6	298
6255	half	264	17	6	299
6256	to	264	18	6	300
6257	herself	264	19	6	301
6258	.	264	20	6	301
6259	The	265	0	6	302
6260	next	265	1	6	303
6261	day	265	2	6	304
6262	in	265	3	6	305
6263	art	265	4	6	306
6264	class	265	5	6	307
6265	,	265	6	6	307
6266	Abby	265	7	6	308
6267	needed	265	8	6	309
6268	two	265	9	6	310
6269	pieces	265	10	6	311
6270	of	265	11	6	312
6271	paper	265	12	6	313
6272	that	265	13	6	314
6273	were	265	14	6	315
6274	very	265	15	6	316
6275	expensive	265	16	6	317
6276	,	265	17	6	317
6277	to	265	18	6	318
6278	draw	265	19	6	319
6279	an	265	20	6	320
6280	elephant	265	21	6	321
6281	,	265	22	6	321
6282	but	265	23	6	322
6283	the	265	24	6	323
6284	teacher	265	25	6	324
6285	did	265	26	6	325
6286	n't	265	27	6	325
6287	mind	265	28	6	326
6288	Abby	265	29	6	327
6289	using	265	30	6	328
6290	the	265	31	6	329
6291	expensive	265	32	6	330
6292	paper	265	33	6	331
6293	because	265	34	6	332
6294	she	265	35	6	333
6295	was	265	36	6	334
6296	pleased	265	37	6	335
6297	with	265	38	6	336
6298	the	265	39	6	337
6299	drawing	265	40	6	338
6300	and	265	41	6	339
6301	wanted	265	42	6	340
6302	it	265	43	6	341
6303	on	265	44	6	342
6304	the	265	45	6	343
6305	wall	265	46	6	344
6306	.	265	47	6	344
6307	The	266	0	6	345
6308	teacher	266	1	6	346
6309	,	266	2	6	346
6310	who	266	3	6	347
6311	was	266	4	6	348
6312	always	266	5	6	349
6313	very	266	6	6	350
6314	encouraging	266	7	6	351
6315	,	266	8	6	351
6316	remarked	266	9	6	352
6317	that	266	10	6	353
6318	the	266	11	6	354
6319	drawing	266	12	6	355
6320	Abby	266	13	6	356
6321	had	266	14	6	357
6322	made	266	15	6	358
6323	was	266	16	6	359
6324	very	266	17	6	360
6325	creative	266	18	6	361
6326	and	266	19	6	362
6327	beamed	266	20	6	363
6328	at	266	21	6	364
6329	Abby	266	22	6	365
6330	,	266	23	6	365
6331	giving	266	24	6	366
6332	her	266	25	6	367
6333	the	266	26	6	368
6334	seal	266	27	6	369
6335	of	266	28	6	370
6336	approval	266	29	6	371
6337	.	266	30	6	371
6338	Back	267	0	6	372
6339	at	267	1	6	373
6340	home	267	2	6	374
6341	,	267	3	6	374
6342	Mom	267	4	6	375
6343	,	267	5	6	375
6344	convinced	267	6	6	376
6345	by	267	7	6	377
6346	Abby	267	8	6	378
6347	to	267	9	6	379
6348	clean	267	10	6	380
6349	out	267	11	6	381
6350	the	267	12	6	382
6351	tank	267	13	6	383
6352	,	267	14	6	383
6353	was	267	15	6	384
6354	cleaning	267	16	6	385
6355	with	267	17	6	386
6356	a	267	18	6	387
6357	special	267	19	6	388
6358	vacuum	267	20	6	389
6359	,	267	21	6	389
6360	or	267	22	6	390
6361	'	267	23	6	391
6362	hoover	267	24	6	391
6363	'	267	25	6	391
6364	.	267	26	6	391
6365	'	268	0	6	392
6366	Where	268	1	6	392
6367	's	268	2	6	392
6368	Mr.	268	3	6	393
6369	Sticky	268	4	6	394
6370	?	268	5	6	394
6371	'	268	6	6	394
6372	Abby	268	7	6	395
6373	asked	268	8	6	396
6374	first	268	9	6	397
6375	thing	268	10	6	398
6376	when	268	11	6	399
6377	she	268	12	6	400
6378	came	268	13	6	401
6379	home	268	14	6	402
6380	from	268	15	6	403
6381	school	268	16	6	404
6382	.	268	17	6	404
6383	'	269	0	6	405
6384	On	269	1	6	405
6385	the	269	2	6	406
6386	side	269	3	6	407
6387	,	269	4	6	407
6388	'	269	5	6	407
6389	Mom	269	6	6	408
6390	replied	269	7	6	409
6391	.	269	8	6	409
6392	And	270	0	6	410
6393	then	270	1	6	411
6394	she	270	2	6	412
6395	added	270	3	6	413
6396	,	270	4	6	413
6397	'	270	5	6	414
6398	Do	270	6	6	414
6399	n't	270	7	6	414
6400	worry	270	8	6	415
6401	.	270	9	6	415
6402	I	271	0	6	416
6403	went	271	1	6	417
6404	extra	271	2	6	418
6405	slowly	271	3	6	419
6406	since	271	4	6	420
6407	it	271	5	6	421
6408	's	271	6	6	421
6409	better	271	7	6	422
6410	to	271	8	6	423
6411	be	271	9	6	424
6412	safe	271	10	6	425
6413	than	271	11	6	426
6414	sorry	271	12	6	427
6415	.	271	13	6	427
6416	'	271	14	6	427
6417	Abby	272	0	6	428
6418	looked	272	1	6	429
6419	on	272	2	6	430
6420	all	272	3	6	431
6421	sides	272	4	6	432
6422	of	272	5	6	433
6423	the	272	6	6	434
6424	tank	272	7	6	435
6425	,	272	8	6	435
6426	but	272	9	6	436
6427	there	272	10	6	437
6428	was	272	11	6	438
6429	no	272	12	6	439
6430	sign	272	13	6	440
6431	of	272	14	6	441
6432	the	272	15	6	442
6433	water	272	16	6	443
6434	snail	272	17	6	444
6435	that	272	18	6	445
6436	she	272	19	6	446
6437	had	272	20	6	447
6438	discovered	272	21	6	448
6439	a	272	22	6	449
6440	couple	272	23	6	450
6441	of	272	24	6	451
6442	days	272	25	6	452
6443	ago	272	26	6	453
6444	.	272	27	6	453
6445	She	273	0	6	454
6446	was	273	1	6	455
6447	very	273	2	6	456
6448	sad	273	3	6	457
6449	.	273	4	6	457
6450	Her	274	0	6	458
6451	mom	274	1	6	459
6452	said	274	2	6	460
6453	to	274	3	6	461
6454	wait	274	4	6	462
6455	a	274	5	6	463
6456	few	274	6	6	464
6457	hours	274	7	6	465
6458	until	274	8	6	466
6459	the	274	9	6	467
6460	water	274	10	6	468
6461	clears	274	11	6	469
6462	to	274	12	6	470
6463	take	274	13	6	471
6464	another	274	14	6	472
6465	careful	274	15	6	473
6466	look	274	16	6	474
6467	.	274	17	6	474
6468	That	275	0	6	475
6469	evening	275	1	6	476
6470	,	275	2	6	476
6471	Abby	275	3	6	477
6472	went	275	4	6	478
6473	up	275	5	6	479
6474	to	275	6	6	480
6475	her	275	7	6	481
6476	bedroom	275	8	6	482
6477	to	275	9	6	483
6478	check	275	10	6	484
6479	the	275	11	6	485
6480	tank	275	12	6	486
6481	again	275	13	6	487
6482	.	275	14	6	487
6483	The	276	0	6	488
6484	water	276	1	6	489
6485	had	276	2	6	490
6486	settled	276	3	6	491
6487	and	276	4	6	492
6488	looked	276	5	6	493
6489	clear	276	6	6	494
6490	,	276	7	6	494
6491	but	276	8	6	495
6492	Abby	276	9	6	496
6493	could	276	10	6	497
6494	not	276	11	6	498
6495	see	276	12	6	499
6496	Mr.	276	13	6	500
6497	Sticky	276	14	6	501
6498	.	276	15	6	501
6499	Abby	277	0	6	502
6500	kneeled	277	1	6	503
6501	down	277	2	6	504
6502	to	277	3	6	505
6503	have	277	4	6	506
6504	another	277	5	6	507
6505	look	277	6	6	508
6506	in	277	7	6	509
6507	the	277	8	6	510
6508	tank	277	9	6	511
6509	that	277	10	6	512
6510	her	277	11	6	513
6511	mom	277	12	6	514
6512	had	277	13	6	515
6513	cleared	277	14	6	516
6514	so	277	15	6	517
6515	thoroughly	277	16	6	518
6516	,	277	17	6	518
6517	but	277	18	6	519
6518	Mr.	277	19	6	520
6519	Sticky	277	20	6	521
6520	was	277	21	6	522
6521	still	277	22	6	523
6522	nowhere	277	23	6	524
6523	to	277	24	6	525
6524	be	277	25	6	526
6525	found	277	26	6	527
6526	.	277	27	6	527
6527	Abby	278	0	6	528
6528	was	278	1	6	529
6529	a	278	2	6	530
6530	bundle	278	3	6	531
6531	of	278	4	6	532
6532	nerves	278	5	6	533
6533	as	278	6	6	534
6534	she	278	7	6	535
6535	descended	278	8	6	536
6536	the	278	9	6	537
6537	stairs	278	10	6	538
6538	.	278	11	6	538
6539	In	279	0	6	539
6540	the	279	1	6	540
6541	study	279	2	6	541
6542	,	279	3	6	541
6543	surrounded	279	4	6	542
6544	by	279	5	6	543
6545	books	279	6	6	544
6546	and	279	7	6	545
6547	papers	279	8	6	546
6548	,	279	9	6	546
6549	her	279	10	6	547
6550	mom	279	11	6	548
6551	was	279	12	6	549
6552	working	279	13	6	550
6553	and	279	14	6	551
6554	she	279	15	6	552
6555	looked	279	16	6	553
6556	impatient	279	17	6	554
6557	when	279	18	6	555
6558	she	279	19	6	556
6559	saw	279	20	6	557
6560	Abby	279	21	6	558
6561	in	279	22	6	559
6562	the	279	23	6	560
6563	doorway	279	24	6	561
6564	and	279	25	6	562
6565	even	279	26	6	563
6566	more	279	27	6	564
6567	worried	279	28	6	565
6568	when	279	29	6	566
6569	she	279	30	6	567
6570	heard	279	31	6	568
6571	the	279	32	6	569
6572	bad	279	33	6	570
6573	news	279	34	6	571
6574	.	279	35	6	571
6575	'	280	0	6	572
6576	He	280	1	6	572
6577	'll	280	2	6	572
6578	turn	280	3	6	573
6579	up	280	4	6	574
6580	,	280	5	6	574
6581	'	280	6	6	574
6582	Mom	280	7	6	575
6583	said	280	8	6	576
6584	,	280	9	6	576
6585	and	280	10	6	577
6586	that	280	11	6	578
6587	was	280	12	6	579
6588	that	280	13	6	580
6589	.	280	14	6	580
6590	Then	281	0	6	581
6591	,	281	1	6	581
6592	to	281	2	6	582
6593	add	281	3	6	583
6594	fuel	281	4	6	584
6595	to	281	5	6	585
6596	the	281	6	6	586
6597	flames	281	7	6	587
6598	,	281	8	6	587
6599	she	281	9	6	588
6600	raised	281	10	6	589
6601	her	281	11	6	590
6602	tone	281	12	6	591
6603	of	281	13	6	592
6604	voice	281	14	6	593
6605	and	281	15	6	594
6606	said	281	16	6	595
6607	dismissively	281	17	6	596
6608	,	281	18	6	596
6609	'	281	19	6	597
6610	For	281	20	6	597
6611	the	281	21	6	598
6612	time	281	22	6	599
6613	being	281	23	6	600
6614	,	281	24	6	600
6615	go	281	25	6	601
6616	to	281	26	6	602
6617	bed	281	27	6	603
6618	,	281	28	6	603
6619	Abby	281	29	6	604
6620	.	281	30	6	604
6621	I	281	31	6	605
6622	've	281	32	6	605
6623	got	281	33	6	606
6624	masses	281	34	6	607
6625	of	281	35	6	608
6626	work	281	36	6	609
6627	to	281	37	6	610
6628	catch	281	38	6	611
6629	up	281	39	6	612
6630	on	281	40	6	613
6631	.	281	41	6	613
6632	'	281	42	6	613
6633	Abby	282	0	6	614
6634	had	282	1	6	615
6635	a	282	2	6	616
6636	quick	282	3	6	617
6637	temper	282	4	6	618
6638	and	282	5	6	619
6639	she	282	6	6	620
6640	was	282	7	6	621
6641	angry	282	8	6	622
6642	as	282	9	6	623
6643	hell	282	10	6	624
6644	.	282	11	6	624
6645	'	283	0	6	625
6646	You	283	1	6	625
6647	've	283	2	6	625
6648	hoovered	283	3	6	626
6649	him	283	4	6	627
6650	up	283	5	6	628
6651	,	283	6	6	628
6652	have	283	7	6	629
6653	n't	283	8	6	629
6654	you	283	9	6	630
6655	?	283	10	6	630
6656	'	283	11	6	630
6657	she	283	12	6	631
6658	said	283	13	6	632
6659	accusingly	283	14	6	633
6660	.	283	15	6	633
6661	Abby	284	0	6	634
6662	's	284	1	6	634
6663	mom	284	2	6	635
6664	denied	284	3	6	636
6665	Abby	284	4	6	637
6666	's	284	5	6	637
6667	version	284	6	6	638
6668	of	284	7	6	639
6669	the	284	8	6	640
6670	story	284	9	6	641
6671	was	284	10	6	642
6672	true	284	11	6	643
6673	and	284	12	6	644
6674	said	284	13	6	645
6675	that	284	14	6	646
6676	she	284	15	6	647
6677	was	284	16	6	648
6678	careful	284	17	6	649
6679	,	284	18	6	649
6680	but	284	19	6	650
6681	because	284	20	6	651
6682	Mr.	284	21	6	652
6683	Sticky	284	22	6	653
6684	was	284	23	6	654
6685	so	284	24	6	655
6686	small	284	25	6	656
6687	he	284	26	6	657
6688	was	284	27	6	658
6689	hard	284	28	6	659
6690	to	284	29	6	660
6691	see	284	30	6	661
6692	.	284	31	6	661
6693	'	285	0	6	662
6694	What	285	1	6	662
6695	's	285	2	6	662
6696	wrong	285	3	6	663
6697	with	285	4	6	664
6698	being	285	5	6	665
6699	small	285	6	6	666
6700	?	285	7	6	666
6701	'	285	8	6	666
6702	'	286	0	6	667
6703	Nothing	286	1	6	667
6704	at	286	2	6	668
6705	all	286	3	6	669
6706	,	286	4	6	669
6707	but	286	5	6	670
6708	it	286	6	6	671
6709	makes	286	7	6	672
6710	things	286	8	6	673
6711	hard	286	9	6	674
6712	to	286	10	6	675
6713	find	286	11	6	676
6714	.	286	12	6	676
6715	'	286	13	6	676
6716	'	287	0	6	677
6717	Or	287	1	6	677
6718	notice	287	2	6	678
6719	,	287	3	6	678
6720	'	287	4	6	678
6721	Abby	287	5	6	679
6722	said	287	6	6	680
6723	,	287	7	6	680
6724	suddenly	287	8	6	681
6725	feeling	287	9	6	682
6726	like	287	10	6	683
6727	the	287	11	6	684
6728	small	287	12	6	685
6729	,	287	13	6	685
6730	overlooked	287	14	6	686
6731	Mr.	287	15	6	687
6732	Sticky	287	16	6	688
6733	herself	287	17	6	689
6734	and	287	18	6	690
6735	storming	287	19	6	691
6736	from	287	20	6	692
6737	the	287	21	6	693
6738	room	287	22	6	694
6739	.	287	23	6	694
6740	The	288	0	6	695
6741	door	288	1	6	696
6742	to	288	2	6	697
6743	the	288	3	6	698
6744	bedroom	288	4	6	699
6745	opened	288	5	6	700
6746	a	288	6	6	701
6747	few	288	7	6	702
6748	minutes	288	8	6	703
6749	later	288	9	6	704
6750	and	288	10	6	705
6751	Mom	288	11	6	706
6752	's	288	12	6	706
6753	face	288	13	6	707
6754	appeared	288	14	6	708
6755	.	288	15	6	708
6756	She	289	0	6	709
6757	was	289	1	6	710
6758	there	289	2	6	711
6759	to	289	3	6	712
6760	try	289	4	6	713
6761	to	289	5	6	714
6762	make	289	6	6	715
6763	up	289	7	6	716
6764	for	289	8	6	717
6765	having	289	9	6	718
6766	been	289	10	6	719
6767	insensitive	289	11	6	720
6768	earlier	289	12	6	721
6769	.	289	13	6	721
6770	She	290	0	6	722
6771	had	290	1	6	723
6772	put	290	2	6	724
6773	her	290	3	6	725
6774	work	290	4	6	726
6775	on	290	5	6	727
6776	the	290	6	6	728
6777	back	290	7	6	729
6778	burner	290	8	6	730
6779	and	290	9	6	731
6780	occupied	290	10	6	732
6781	herself	290	11	6	733
6782	with	290	12	6	734
6783	Sticky	290	13	6	735
6784	.	290	14	6	735
6785	Abby	291	0	6	736
6786	,	291	1	6	736
6787	who	291	2	6	737
6788	was	291	3	6	738
6789	breathing	291	4	6	739
6790	fire	291	5	6	740
6791	all	291	6	6	741
6792	on	291	7	6	742
6793	account	291	8	6	743
6794	of	291	9	6	744
6795	the	291	10	6	745
6796	little	291	11	6	746
6797	snail	291	12	6	747
6798	,	291	13	6	747
6799	tried	291	14	6	748
6800	to	291	15	6	749
6801	ignore	291	16	6	750
6802	her	291	17	6	751
6803	,	291	18	6	751
6804	but	291	19	6	752
6805	it	291	20	6	753
6806	was	291	21	6	754
6807	hard	291	22	6	755
6808	when	291	23	6	756
6809	Mom	291	24	6	757
6810	walked	291	25	6	758
6811	over	291	26	6	759
6812	to	291	27	6	760
6813	the	291	28	6	761
6814	bed	291	29	6	762
6815	and	291	30	6	763
6816	sat	291	31	6	764
6817	next	291	32	6	765
6818	to	291	33	6	766
6819	her	291	34	6	767
6820	.	291	35	6	767
6821	Mom	292	0	6	768
6822	,	292	1	6	768
6823	who	292	2	6	769
6824	Abby	292	3	6	770
6825	still	292	4	6	771
6826	strained	292	5	6	772
6827	to	292	6	6	773
6828	remain	292	7	6	774
6829	upset	292	8	6	775
6830	with	292	9	6	776
6831	,	292	10	6	776
6832	had	292	11	6	777
6833	gone	292	12	6	778
6834	out	292	13	6	779
6835	to	292	14	6	780
6836	find	292	15	6	781
6837	her	292	16	6	782
6838	glasses	292	17	6	783
6839	in	292	18	6	784
6840	order	292	19	6	785
6841	to	292	20	6	786
6842	search	292	21	6	787
6843	for	292	22	6	788
6844	Sticky	292	23	6	789
6845	more	292	24	6	790
6846	effectively	292	25	6	791
6847	.	292	26	6	791
6848	'	293	0	6	792
6849	This	293	1	6	792
6850	is	293	2	6	793
6851	my	293	3	6	794
6852	new	293	4	6	795
6853	and	293	5	6	796
6854	extra	293	6	6	797
6855	powerful	293	7	6	798
6856	pair	293	8	6	799
6857	I	293	9	6	800
6858	have	293	10	6	801
6859	for	293	11	6	802
6860	important	293	12	6	803
6861	occasions	293	13	6	804
6862	like	293	14	6	805
6863	snail	293	15	6	806
6864	hunting	293	16	6	807
6865	,	293	17	6	807
6866	'	293	18	6	807
6867	she	293	19	6	808
6868	said	293	20	6	809
6869	.	293	21	6	809
6870	She	294	0	6	810
6871	smiled	294	1	6	811
6872	at	294	2	6	812
6873	Abby	294	3	6	813
6874	,	294	4	6	813
6875	trying	294	5	6	814
6876	to	294	6	6	815
6877	butter	294	7	6	816
6878	her	294	8	6	817
6879	up	294	9	6	818
6880	,	294	10	6	818
6881	but	294	11	6	819
6882	Abby	294	12	6	820
6883	did	294	13	6	821
6884	n't	294	14	6	821
6885	smile	294	15	6	822
6886	back	294	16	6	823
6887	.	294	17	6	823
6888	Abby	295	0	6	824
6889	believed	295	1	6	825
6890	her	295	2	6	826
6891	mom	295	3	6	827
6892	's	295	4	6	827
6893	idea	295	5	6	828
6894	would	295	6	6	829
6895	not	295	7	6	830
6896	succeed	295	8	6	831
6897	,	295	9	6	831
6898	but	295	10	6	832
6899	then	295	11	6	833
6900	she	295	12	6	834
6901	had	295	13	6	835
6902	an	295	14	6	836
6903	idea	295	15	6	837
6904	of	295	16	6	838
6905	her	295	17	6	839
6906	own	295	18	6	840
6907	.	295	19	6	840
6908	'	296	0	6	841
6909	I	296	1	6	841
6910	've	296	2	6	841
6911	got	296	3	6	842
6912	a	296	4	6	843
6913	magnifying	296	5	6	844
6914	glass	296	6	6	845
6915	,	296	7	6	845
6916	'	296	8	6	845
6917	Abby	296	9	6	846
6918	suddenly	296	10	6	847
6919	remembered	296	11	6	848
6920	and	296	12	6	849
6921	rushed	296	13	6	850
6922	off	296	14	6	851
6923	to	296	15	6	852
6924	find	296	16	6	853
6925	it	296	17	6	854
6926	.	296	18	6	854
6927	On	297	0	6	855
6928	the	297	1	6	856
6929	floor	297	2	6	857
6930	beside	297	3	6	858
6931	each	297	4	6	859
6932	other	297	5	6	860
6933	they	297	6	6	861
6934	sat	297	7	6	862
6935	,	297	8	6	862
6936	shuffling	297	9	6	863
6937	around	297	10	6	864
6938	the	297	11	6	865
6939	tank	297	12	6	866
6940	,	297	13	6	866
6941	looking	297	14	6	867
6942	all	297	15	6	868
6943	over	297	16	6	869
6944	the	297	17	6	870
6945	place	297	18	6	871
6946	and	297	19	6	872
6947	peering	297	20	6	873
6948	into	297	21	6	874
6949	the	297	22	6	875
6950	corners	297	23	6	876
6951	among	297	24	6	877
6952	the	297	25	6	878
6953	big	297	26	6	879
6954	pebbles	297	27	6	880
6955	and	297	28	6	881
6956	the	297	29	6	882
6957	pond	297	30	6	883
6958	weed	297	31	6	884
6959	.	297	32	6	884
6960	Abby	298	0	6	885
6961	tried	298	1	6	886
6962	to	298	2	6	887
6963	imagine	298	3	6	888
6964	,	298	4	6	888
6965	if	298	5	6	889
6966	she	298	6	6	890
6967	were	298	7	6	891
6968	Sticky	298	8	6	892
6969	,	298	9	6	892
6970	a	298	10	6	893
6971	little	298	11	6	894
6972	water	298	12	6	895
6973	snail	298	13	6	896
6974	,	298	14	6	896
6975	where	298	15	6	897
6976	would	298	16	6	898
6977	she	298	17	6	899
6978	hide	298	18	6	900
6979	out	298	19	6	901
6980	?	298	20	6	901
6981	At	299	0	6	902
6982	one	299	1	6	903
6983	point	299	2	6	904
6984	she	299	3	6	905
6985	thought	299	4	6	906
6986	she	299	5	6	907
6987	saw	299	6	6	908
6988	him	299	7	6	909
6989	,	299	8	6	909
6990	but	299	9	6	910
6991	it	299	10	6	911
6992	was	299	11	6	912
6993	n't	299	12	6	912
6994	the	299	13	6	913
6995	water	299	14	6	914
6996	snail	299	15	6	915
6997	.	299	16	6	915
6998	It	300	0	6	916
6999	was	300	1	6	917
7000	a	300	2	6	918
7001	large	300	3	6	919
7002	speck	300	4	6	920
7003	of	300	5	6	921
7004	dust	300	6	6	922
7005	that	300	7	6	923
7006	was	300	8	6	924
7007	deceptively	300	9	6	925
7008	bobbing	300	10	6	926
7009	around	300	11	6	927
7010	in	300	12	6	928
7011	the	300	13	6	929
7012	water	300	14	6	930
7013	like	300	15	6	931
7014	a	300	16	6	932
7015	live	300	17	6	933
7016	animal	300	18	6	934
7017	.	300	19	6	934
7018	They	301	0	6	935
7019	were	301	1	6	936
7020	ready	301	2	6	937
7021	to	301	3	6	938
7022	call	301	4	6	939
7023	it	301	5	6	940
7024	quits	301	6	6	941
7025	,	301	7	6	941
7026	when	301	8	6	942
7027	suddenly	301	9	6	943
7028	Mom	301	10	6	944
7029	cried	301	11	6	945
7030	,	301	12	6	945
7031	'	301	13	6	946
7032	Ah	301	14	6	946
7033	ha	301	15	6	947
7034	!	301	16	6	947
7035	'	301	17	6	947
7036	Tucked	302	0	6	948
7037	in	302	1	6	949
7038	a	302	2	6	950
7039	curve	302	3	6	951
7040	of	302	4	6	952
7041	the	302	5	6	953
7042	archway	302	6	6	954
7043	,	302	7	6	954
7044	perfectly	302	8	6	955
7045	hidden	302	9	6	956
7046	against	302	10	6	957
7047	a	302	11	6	958
7048	pitch	302	12	6	959
7049	dark	302	13	6	960
7050	stone	302	14	6	961
7051	,	302	15	6	961
7052	sat	302	16	6	962
7053	Mr.	302	17	6	963
7054	Sticky	302	18	6	964
7055	,	302	19	6	964
7056	safe	302	20	6	965
7057	and	302	21	6	966
7058	sound	302	22	6	967
7059	.	302	23	6	967
7060	'	303	0	6	968
7061	You	303	1	6	968
7062	,	303	2	6	968
7063	I	303	3	6	969
7064	can	303	4	6	970
7065	always	303	5	6	971
7066	count	303	6	6	972
7067	on	303	7	6	973
7068	,	303	8	6	973
7069	'	303	9	6	973
7070	Abby	303	10	6	974
7071	said	303	11	6	975
7072	to	303	12	6	976
7073	her	303	13	6	977
7074	mom	303	14	6	978
7075	,	303	15	6	978
7076	with	303	16	6	979
7077	relief	303	17	6	980
7078	.	303	18	6	980
7079	Then	304	0	6	981
7080	she	304	1	6	982
7081	noticed	304	2	6	983
7082	another	304	3	6	984
7083	water	304	4	6	985
7084	snail	304	5	6	986
7085	was	304	6	6	987
7086	right	304	7	6	988
7087	next	304	8	6	989
7088	to	304	9	6	990
7089	Sticky	304	10	6	991
7090	and	304	11	6	992
7091	asked	304	12	6	993
7092	where	304	13	6	994
7093	this	304	14	6	995
7094	new	304	15	6	996
7095	addition	304	16	6	997
7096	to	304	17	6	998
7097	the	304	18	6	999
7098	family	304	19	6	1000
7099	could	304	20	6	1001
7100	have	304	21	6	1002
7101	come	304	22	6	1003
7102	from	304	23	6	1004
7103	.	304	24	6	1004
7104	'	305	0	6	1005
7105	I	305	1	6	1005
7106	'm	305	2	6	1005
7107	beginning	305	3	6	1006
7108	to	305	4	6	1007
7109	suspect	305	5	6	1008
7110	the	305	6	6	1009
7111	pond	305	7	6	1010
7112	weed	305	8	6	1011
7113	is	305	9	6	1012
7114	guilty	305	10	6	1013
7115	,	305	11	6	1013
7116	do	305	12	6	1014
7117	n't	305	13	6	1014
7118	you	305	14	6	1015
7119	think	305	15	6	1016
7120	?	305	16	6	1016
7121	'	305	17	6	1016
7122	replied	305	18	6	1017
7123	Mom	305	19	6	1018
7124	.	305	20	6	1018
7125	They	306	0	6	1019
7126	both	306	1	6	1020
7127	laughed	306	2	6	1021
7128	and	306	3	6	1022
7129	climbed	306	4	6	1023
7130	into	306	5	6	1024
7131	Abby	306	6	6	1025
7132	's	306	7	6	1025
7133	bed	306	8	6	1026
7134	together	306	9	6	1027
7135	and	306	10	6	1028
7136	,	306	11	6	1028
7137	though	306	12	6	1029
7138	it	306	13	6	1030
7139	was	306	14	6	1031
7140	cozy	306	15	6	1032
7141	,	306	16	6	1032
7142	it	306	17	6	1033
7143	was	306	18	6	1034
7144	a	306	19	6	1035
7145	bit	306	20	6	1036
7146	of	306	21	6	1037
7147	a	306	22	6	1038
7148	squeeze	306	23	6	1039
7149	.	306	24	6	1039
7150	'	307	0	6	1040
7151	Budge	307	1	6	1040
7152	up	307	2	6	1041
7153	,	307	3	6	1041
7154	'	307	4	6	1041
7155	Mom	307	5	6	1042
7156	said	307	6	6	1043
7157	,	307	7	6	1043
7158	giving	307	8	6	1044
7159	Abby	307	9	6	1045
7160	a	307	10	6	1046
7161	push	307	11	6	1047
7162	with	307	12	6	1048
7163	her	307	13	6	1049
7164	bottom	307	14	6	1050
7165	.	307	15	6	1050
7166	'	308	0	6	1051
7167	I	308	1	6	1051
7168	ca	308	2	6	1052
7169	n't	308	3	6	1052
7170	because	308	4	6	1053
7171	I	308	5	6	1054
7172	'm	308	6	6	1054
7173	already	308	7	6	1055
7174	on	308	8	6	1056
7175	the	308	9	6	1057
7176	edge	308	10	6	1058
7177	.	308	11	6	1058
7178	'	308	12	6	1058
7179	'	309	0	6	1059
7180	Good	309	1	6	1059
7181	heavens	309	2	6	1060
7182	,	309	3	6	1060
7183	you	309	4	6	1061
7184	've	309	5	6	1061
7185	grown	309	6	6	1062
7186	then	309	7	6	1063
7187	.	309	8	6	1063
7188	When	310	0	6	1064
7189	did	310	1	6	1065
7190	that	310	2	6	1066
7191	happen	310	3	6	1067
7192	?	310	4	6	1067
7193	You	311	0	6	1068
7194	could	311	1	6	1069
7195	've	311	2	6	1069
7196	put	311	3	6	1070
7197	an	311	4	6	1071
7198	elephant	311	5	6	1072
7199	in	311	6	6	1073
7200	here	311	7	6	1074
7201	last	311	8	6	1075
7202	time	311	9	6	1076
7203	we	311	10	6	1077
7204	did	311	11	6	1078
7205	this	311	12	6	1079
7206	.	311	13	6	1079
7207	Before	312	0	6	1080
7208	I	312	1	6	1081
7209	know	312	2	6	1082
7210	it	312	3	6	1083
7211	,	312	4	6	1083
7212	you	312	5	6	1084
7213	'll	312	6	6	1084
7214	be	312	7	6	1085
7215	all	312	8	6	1086
7216	grown	312	9	6	1087
7217	up	312	10	6	1088
7218	.	312	11	6	1088
7219	'	312	12	6	1088
7220	On	313	0	6	1089
7221	her	313	1	6	1090
7222	mom	313	2	6	1091
7223	's	313	3	6	1091
7224	chest	313	4	6	1092
7225	Abby	313	5	6	1093
7226	then	313	6	6	1094
7227	put	313	7	6	1095
7228	her	313	8	6	1096
